# ra_deg|dec_deg|mag|bv|bayer|proper_name|constellation
245.6211|-43.9121|5.89|1.121|||
245.6217|33.7035|5.40|1.523|ν2||CrB
245.9465|61.6965|5.67|0.956|||
245.9979|61.5142|2.73|0.910|η|Athebyne|Dra
246.0054|-39.1930|5.37|0.625|GJ620.1A||
246.0258|-20.0373|4.48|0.996|ψ||Oph
246.0451|6.9482|5.83|0.018|o||Her
246.1056|55.2051|5.75|0.001|DQ||Dra
246.1323|-37.5660|5.42|-0.104|||
246.1657|-29.7047|5.40|0.625|||
246.3507|37.3941|5.53|0.174|||Her
246.3540|14.0333|4.57|0.002|ω|Cujam|Her
246.3963|-23.4472|4.57|0.227|ρ||Oph
246.4299|78.9639|5.55|0.249|||
246.7560|-18.4563|4.22|0.217|χ||Oph
246.7960|-47.5548|4.46|-0.070|ε||Nor
246.9311|-7.5979|5.24|1.721|V2105||Oph
246.9508|-8.3717|4.62|0.185|υ||Oph
246.9889|-64.0579|5.28|0.383|ι||TrA
246.9959|68.7681|4.94|-0.051|A||Dra
247.0603|-37.1799|5.79|1.104|||
247.0632|-58.5998|5.67|0.008|||
247.1173|-70.0844|4.90|0.555|ζ||TrA
247.1416|0.6650|5.41|1.461|||
247.1606|41.8817|4.83|1.289|g||Her
247.3519|-26.4320|1.06|1.865|α|Antares|Sco
247.4264|-46.2432|5.35|0.488|QU||Nor
247.4455|-14.5509|5.66|0.823|||
247.5520|-25.1152|4.79|-0.116|i||Sco
247.5550|21.4896|2.78|0.947|β|Kornephoros|Her
247.6398|20.4792|5.24|1.274|s||Her
247.7057|-61.6335|5.19|1.236|||
247.7284|1.9839|3.82|0.022|λ|Marfik|Oph
247.7849|-16.6127|4.29|0.924|φ||Oph
247.8060|22.1955|5.76|1.605|||
247.8456|-34.7044|4.24|-0.168|N||Sco
247.9240|-41.8171|5.31|0.299|V1058||Sco
247.9468|45.5983|5.61|0.125|||
248.0342|-21.4664|4.45|0.130|ω||Oph
248.1070|60.8233|5.92|0.039|||
248.1487|5.5212|5.63|-0.044|n||Her
248.1512|11.4880|4.84|1.495|h||Her
248.3628|-78.8971|3.86|0.923|γ||Aps
248.5209|-44.0453|4.86|0.045|μ||Nor
248.5258|42.4370|4.20|-0.013|σ||Her
248.5806|-70.9881|5.50|1.235|||
248.9367|-65.4954|5.50|0.949|θ||TrA
248.9706|-28.2160|2.82|-0.206|τ|Paikauhale|Sco
249.0467|46.6133|5.83|1.044|||
249.0476|52.9000|5.53|-0.060|||Dra
249.0572|52.9244|5.07|-0.027|||Dra
249.0894|-2.3246|5.77|0.827|||Oph
249.0936|-35.2553|4.18|1.535|H||Sco
249.0940|-42.8589|5.46|0.338|V0918||Sco
249.2897|-10.5671|2.54|0.038|ζ|Saik|Oph
249.5019|56.0155|5.28|1.055|||
249.6095|-43.3984|5.83|-0.053|V1003||Sco
249.6869|48.9283|4.86|1.562|||Her
249.7718|-37.2174|5.93|-0.035|||
250.1612|4.2198|5.77|-0.004|||Her
250.2297|64.5890|4.84|1.212|g||Dra
250.3215|31.6027|2.81|0.650|ζ|Rutilicus|Her
250.3351|-48.7630|5.57|0.169|||
250.3463|-68.2961|5.89|-0.078|η1||TrA
250.3933|-17.7422|4.91|1.095|||Sco
250.4029|26.9169|5.92|0.402|||Her
250.4176|-49.6516|5.62|-0.043|||
250.4270|1.1812|5.74|0.336|||Oph
250.4394|-33.1458|5.84|0.653|||
250.4737|-19.9244|5.55|0.436|||
250.7240|38.9223|3.48|0.916|η||Her
250.7694|-77.5174|4.23|1.060|β||Aps
250.7762|77.5140|5.99|0.430|||
251.1656|-53.1523|5.96|1.230|||
251.1775|-40.8397|5.64|-0.093|||
251.2508|-28.5097|5.99|0.103|||
251.3242|56.7819|4.84|0.375|Wo9578||
251.3438|15.7453|5.60|1.637|||
251.4579|8.5826|5.15|1.535|i||Her
251.4927|82.0373|4.21|0.897|ε|Circitores|UMi
251.5884|-58.5036|5.74|-0.101|||
251.6666|-67.1097|5.10|-0.080|LP||TrA
251.6998|-39.3770|5.48|0.975|||
251.8319|-58.3414|5.55|-0.096|||
251.8323|42.2389|5.86|1.504|V0636||Her
251.9434|5.2467|5.22|-0.001|l||Her
252.1662|-69.0277|1.91|1.447|α|Atria|TrA
252.3092|45.9833|4.82|0.087|||Her
252.3944|13.2611|5.91|0.015|||
252.4465|-59.0414|3.77|1.562|η||Ara
252.4585|-10.7830|4.64|0.478|||Oph
252.5409|-34.2932|2.29|1.144|ε|Larawag|Sco
252.5808|7.2477|5.48|0.108|k||Her
252.6623|29.8065|5.73|1.626|||Her
252.8539|1.2159|5.51|0.055|||Oph
252.8905|-41.2305|5.23|0.047|V0973||Sco
252.9386|24.6564|5.03|1.246|||Her
252.9676|-38.0474|3.00|-0.200|μ1|Xamidimura|Sco
253.0839|-38.0175|3.56|-0.210|μ2|Pipirima|Sco
253.2419|31.7017|5.34|0.319|||Her
253.3232|47.4167|5.99|1.325|||
253.3551|-20.4156|5.86|0.685|||
253.4268|-43.0510|5.95|1.643|||
253.4989|-42.3620|4.70|0.444|ζ1||Sco
253.5015|-57.9095|5.91|1.592|||
253.5020|10.1654|4.39|-0.088|ι||Oph
253.5077|-41.8064|5.46|0.176|||
253.6123|-42.4789|5.84|0.626|||
253.6459|-42.3613|3.62|1.393|ζ2|Grafias|Sco
253.6487|-6.1540|5.23|1.100|||Oph
253.7299|20.9585|5.39|0.966|||
253.7438|-41.1509|5.78|0.132|||
253.8424|18.4332|5.35|1.407|||Her
253.8529|-63.2697|5.99|0.059|||
254.0070|65.1348|4.88|0.481|h||Dra
254.1199|-52.2837|5.94|-0.069|||
254.2002|-23.1503|5.57|-0.018|||Oph
254.2966|-33.2595|5.48|1.606|||Sco
254.4171|9.3750|3.19|1.160|κ||Oph
254.5747|-50.6412|5.53|0.016|||
254.6550|-55.9901|3.12|1.552|ζ||Ara
254.8915|-69.2682|5.79|-0.103|MX||TrA
254.8960|-53.1604|4.06|1.452|ε1||Ara
254.9904|-25.0922|5.88|1.607|||
255.0262|-54.5972|5.64|0.194|||
255.0396|-24.9891|5.74|0.407|||Oph
255.0724|30.9264|3.92|-0.018|ε||Her
255.1123|-48.6478|5.98|0.883|||
255.1541|-35.9341|5.95|1.161|||
255.2422|22.6321|5.69|1.332|||
255.2650|-4.2226|4.82|1.483|||Oph
255.4015|33.5683|5.27|0.028|d||Her
255.4693|-32.1435|5.03|-0.100|||
255.5779|25.5056|5.76|1.018|||
255.7828|14.0919|4.97|1.600|||Oph
255.7863|-53.2370|5.27|0.498|ε2||Ara
255.9138|13.6053|5.91|0.010|||
255.9623|-38.1526|5.91|0.409|V0923||Sco
256.1030|-57.7122|5.73|-0.097|||
256.2056|-34.1229|4.83|0.257|k||Sco
256.3201|0.7026|6.00|0.578|V2213||Oph
256.3338|54.4700|4.91|0.471|μ|Alrakis|Dra
256.3445|12.7408|4.89|0.125|||Her
256.3844|-0.8921|5.63|0.104|||
256.5752|22.0842|5.56|1.299|||
256.5841|-37.2276|5.98|0.076|||
257.0086|35.9352|5.41|0.309|c||Her
257.0619|-17.6091|5.98|1.011|||
257.1966|65.7147|3.17|-0.120|ζ|Aldhibah|Dra
257.1981|-30.4037|5.93|0.276|||
257.3885|40.7770|5.07|1.275|||
257.4498|-10.5233|5.43|0.465|||
257.5945|-15.7249|2.43|0.059|η|Sabik|Oph
257.6763|-44.5577|5.06|0.867|||
257.9112|-48.8734|5.94|1.786|V0854||Ara
258.0383|-43.2392|3.32|0.441|η||Sco
258.0675|-39.5069|5.66|0.042|||
258.1159|10.5852|5.32|1.593|||Oph
258.1357|62.8743|5.54|0.216|||
258.2440|-32.4383|5.95|0.071|||
258.3245|-67.1966|5.87|1.070|||
258.6619|14.3903|2.78|1.164|α1|Rasalgethi|Her
258.7580|24.8392|3.12|0.080|δ|Sarin|Her
258.7618|36.8092|3.16|1.437|π||Her
258.8302|-33.5484|5.60|-0.056|V1075||Sco
258.8345|-14.5841|5.98|1.096|||
258.8374|-26.6028|4.33|0.855|A|Guniibuu|Oph
258.8998|-38.5939|5.95|0.580|||
258.9228|23.7428|5.99|1.335|||
259.1321|1.2105|5.89|0.023|||Oph
259.1529|-0.4453|4.72|1.119|||Oph
259.2652|-32.6628|5.53|0.514|||
259.3315|33.1001|4.80|-0.166|u||Her
259.4177|37.2915|4.64|0.043|e||Her
259.5028|-24.2869|5.14|1.046|ο||Oph
259.5206|17.3179|6.00|0.015|||
259.5970|38.8114|5.97|1.011|||
259.6541|10.8645|5.03|1.539|e||Oph
259.6993|-44.1297|5.76|-0.049|||
259.7022|28.8230|5.68|0.981|||
259.7382|-34.9898|5.91|1.082|NSV 8||482
259.7660|-46.6362|5.47|0.764|NSV 21||372
259.8021|-59.6946|5.93|1.389|||
259.9046|80.1364|5.74|1.499|||
260.0410|25.5376|5.36|0.063|||
260.0786|18.0571|5.01|1.654|V0656||Her
260.0880|46.2408|5.51|1.586|||Her
260.1649|32.4677|5.38|0.619|w||Her
260.2069|-12.8469|4.32|0.037|ν||Ser
260.2259|24.4994|5.13|0.000|||Her
260.2516|-21.1129|4.39|0.394|ξ|Aggia|Oph
260.4317|39.9746|5.55|0.667|V0819||Her
260.4390|53.4204|5.69|1.463|||
260.4978|-67.7707|4.76|1.194|ζ||Aps
260.5024|-24.9995|3.27|-0.186|θ|Garafsa|Oph
260.5245|-70.1232|5.39|-0.042|ι||Aps
260.7281|-37.2208|5.91|1.075|||
260.7301|-58.0103|5.86|1.075|||
260.7797|-56.5255|5.76|0.994|||
260.8170|-47.4682|5.21|-0.097|ι||Ara
260.8400|-28.1428|5.30|1.549|||Oph
260.9206|37.1459|4.15|-0.011|ρ||Her
260.9901|8.8526|5.77|1.251|||
261.0045|-62.8642|5.69|-0.147|||
261.0274|22.9603|5.70|0.229|||Her
261.0545|-44.1626|5.10|-0.052|||
261.0783|-60.6738|5.76|-0.067|||
261.1314|16.3010|5.75|0.074|||
261.1751|-21.4415|5.82|0.939|||
261.3250|-55.5299|2.84|1.479|β||Ara
261.3486|-56.3777|3.31|-0.150|γ||Ara
261.4223|60.0484|5.65|0.024|||
261.5002|-50.6335|5.19|1.055|κ||Ara
261.5926|-24.1753|4.16|0.283|b||Oph
261.6287|4.1404|4.34|1.480|σ||Oph
261.6578|-5.0866|4.53|0.385|||Oph
261.6843|48.2601|5.83|0.121|x||Her
261.6923|34.6958|5.94|-0.017|||
261.7047|20.0810|5.52|-0.119|||
261.7166|-45.8430|5.28|-0.058|||
261.8019|-50.6304|5.90|0.063|||
261.8386|-29.8670|4.28|0.402|d||Oph
261.9065|-29.7246|5.98|0.010|||
261.9900|-52.2972|5.72|1.169|||
262.1621|-55.1697|5.93|1.113|||
262.2069|0.3306|5.41|0.237|||
262.2337|-36.7783|5.98|1.112|||
262.5992|-1.0629|5.31|0.715|GJ678A||
262.6082|52.3014|2.79|0.954|β|Rastaban|Dra
262.6846|26.1106|4.41|1.434|λ|Maasym|Her
262.6910|-37.2958|2.70|-0.179|υ|Lesath|Sco
262.6983|86.9680|5.78|0.239|||UMi
262.7307|31.1581|5.63|0.960|||
262.7746|-60.6838|3.60|-0.104|δ||Ara
262.8389|2.7245|5.57|0.844|||
262.8470|-56.9210|5.99|-0.045|V0862||Ara
262.8540|-23.9626|4.78|0.016|c||Oph
262.8644|-80.8591|5.83|1.617|NO||Aps
262.9566|28.4075|5.66|-0.001|||Her
262.9604|-49.8761|2.84|-0.136|α|Choo|Ara
262.9911|68.1350|5.07|1.077|f|Adfar Aldib|Dra
263.0440|55.1842|4.89|0.251|ν1|Kuma|Dra
263.0542|86.5865|4.35|0.021|δ|Yildun|UMi
263.0668|55.1730|4.86|0.279|ν2|Kuma|Dra
263.2802|41.2434|5.72|1.089|||
263.2808|-41.1731|5.84|0.041|||
263.3451|19.2567|5.65|0.505|||
263.3744|-5.7448|5.61|0.187|||
263.4022|-37.1038|1.62|-0.231|λ|Shaula|Sco
263.4141|16.3176|5.68|1.002|||
263.6529|9.5867|5.80|0.040|f||Oph
263.6771|-32.5817|5.69|0.045|V1036||Sco
263.6931|-11.2420|5.54|0.013|||
263.7336|12.5600|2.08|0.155|α|Rasalhague|Oph
263.7483|61.8746|5.23|0.602|||Dra
263.9150|-46.5057|4.56|-0.020|σ||Ara
264.1368|-38.6353|4.26|1.075|Q||Sco
264.1569|48.5856|5.35|1.142|y||Her
264.2379|68.7580|4.77|0.430|ω|Al Dhih|Dra
264.2870|72.4558|5.87|1.016|||
264.3297|-42.9978|1.86|0.406|θ|Sargas|Sco
264.3638|-50.0597|5.89|1.109|||
264.3796|24.3100|5.76|0.114|||Her
264.3967|-15.3986|3.54|0.262|ξ||Ser
264.4009|-15.5710|5.94|0.357|||
264.4613|-8.1188|4.58|0.132|μ||Oph
264.5230|-54.5004|5.25|0.195|π||Ara
264.5396|-10.9263|5.74|1.228|||
264.8662|46.0063|3.82|-0.179|ι||Her
265.0993|-49.4156|4.76|0.415|λ||Ara
265.3177|-46.9218|5.78|-0.004|||
265.3407|51.8182|6.00|1.068|||
265.3536|-12.8753|4.24|0.086|ο||Ser
265.3847|6.3132|5.97|1.271|||
265.4848|72.1488|4.57|0.434|ψ|Dziban|Dra
265.4921|72.1569|5.81|0.530|ψ|Dsiban|Dra
265.4943|15.9524|5.54|0.387|||
265.6182|24.5641|5.56|1.436|||Her
265.6220|-39.0300|2.39|-0.171|κ|Mula|Sco
265.7129|-36.9456|5.53|1.553|||
265.8399|24.3278|5.73|0.683|||Her
265.8575|-21.6832|4.86|0.469|||Oph
265.8681|4.5673|2.76|1.168|β|Cebalrai|Oph
265.9966|53.8017|5.75|0.017|HD 161693|Alruba|
266.0363|-51.8341|5.12|0.694|μ|Cervantes|Ara
266.1750|-42.7293|5.87|0.163|||
266.2328|-57.5455|5.97|0.912|||
266.4333|-64.7239|3.61|1.161|η||Pav
266.6147|27.7207|3.42|0.750|μ||Her
266.7835|17.6970|5.61|0.036|||
266.8901|-27.8308|4.53|0.600|||Sgr
266.8962|-40.1270|2.99|0.509|ι1|Girtab|Sco
266.9032|-14.7258|5.93|0.009|||
266.9732|2.7073|3.75|0.043|γ|Muliphen|Oph
267.1032|20.5654|5.69|0.938|||
267.2048|25.6229|5.09|1.141|||Her
267.2679|50.7811|5.02|0.043|||Dra
267.2937|-31.7032|4.79|-0.028|||
267.3626|76.9629|5.02|0.518|||Dra
267.4645|-37.0433|3.19|1.192|G|Fuyue|Sco
267.5463|-40.0904|4.78|0.259|ι2|Vanant|Sco
267.5954|29.3221|5.51|1.071|||
267.6183|-53.6124|5.68|-0.099|υ1||Ara
267.8856|-40.7725|5.94|1.572|||
267.8978|-60.1641|5.78|1.008|||
268.0569|-34.7992|5.88|-0.111|V0957||Sco
268.0823|-34.4168|5.84|1.129|||
268.1477|1.3050|5.91|1.573|||
268.3091|6.1014|5.77|0.425|||
268.3251|40.0080|5.17|1.166|f||Her
268.3478|-34.8951|5.58|1.098|||
268.3822|56.8726|3.73|1.177|ξ|Grumium|Dra
268.4782|-34.7527|6.00|-0.060|V0906||Sco
268.7965|72.0051|5.43|0.340|||Dra
268.8550|26.0500|5.47|0.341|||Her
268.9617|22.4642|5.62|1.249|||
269.0633|37.2505|3.86|1.350|θ||Her
269.0767|0.6704|5.82|0.058|V2052||Oph
269.0793|-15.8125|5.93|0.024|||
269.1515|51.4889|2.24|1.521|γ|Eltanin|Dra
269.1743|-28.0654|5.76|0.207|||
269.1976|-44.3422|4.85|1.176|||
269.1989|-4.0818|5.44|1.162|||
269.2680|0.0667|5.95|0.110|||
269.4412|29.2479|3.70|0.935|ξ||Her
269.4492|-41.7163|4.88|1.617|||
269.6256|30.1893|4.41|0.380|ν||Her
269.6627|-28.7591|5.99|-0.077|||
269.7320|-36.8584|5.74|0.915|||
269.7566|-9.7736|3.32|0.987|ν|Sinistra|Oph
269.7720|-30.2530|5.00|1.654|||
269.9032|-4.8211|5.86|1.561|||
269.9481|-23.8161|4.74|-0.030|||Sgr
269.9842|45.5014|5.69|1.562|||
270.0142|16.7509|4.67|1.254|||Her
270.0384|80.0041|5.74|0.516|||Dra
270.0658|4.3686|4.79|-0.100|||Oph
270.1209|-3.6903|4.62|0.390|ζ|Alava|Ser
270.1613|2.9316|3.93|0.029|||Oph
270.3767|21.5958|4.26|0.406|||Her
270.4383|1.3051|4.42|0.046|||Oph
270.4766|-22.7803|5.72|-0.030|||
270.5960|20.8336|5.25|-0.100|||Her
270.7129|-24.2825|5.37|0.495|||Sgr
270.7705|-8.1803|4.77|0.410|τ||Oph
270.9685|-24.3607|5.89|0.031|||Sgr
271.2099|-35.9014|5.98|1.160|||
271.2551|-29.5801|4.66|0.774|W|Nash|Sgr
271.3637|2.5001|4.03|0.860|p||Oph
271.4520|-30.4241|2.98|0.981|γ2|Alnasl|Sgr
271.4567|32.2307|5.72|1.179|||
271.5079|22.2189|4.96|1.656|||Her
271.5308|-8.3240|5.84|0.184|||
271.5633|-4.7513|5.74|0.968|||
271.5988|-36.0198|5.94|0.615|GJ702.1||
271.6578|-50.0915|3.65|-0.101|θ||Ara
271.7079|-43.4252|4.92|0.255|||
271.7564|30.5621|5.05|0.528|b||Her
271.8265|8.7339|4.64|0.951|||Oph
271.8374|9.5638|3.71|0.159|||Oph
271.8697|43.4619|5.00|0.913|||
271.8856|28.7625|3.84|-0.018|ο||Her
271.9514|-17.1542|5.52|1.132|||
271.9563|26.0973|5.79|0.127|||Her
271.9565|26.1013|5.83|0.158|||Her
272.0093|36.4013|5.49|1.161|||
272.0207|-28.4571|4.55|0.938|||
272.1451|-63.6686|4.33|0.228|π||Pav
272.1895|20.8146|4.37|-0.164|||Her
272.2203|20.0452|5.10|0.176|||Her
272.3912|3.9933|5.71|0.363|||Oph
272.4751|3.1198|5.67|0.490|||
272.4958|36.4663|5.57|0.915|||
272.5242|-30.7287|5.53|0.979|||
272.6090|-62.0022|5.47|0.592|ι||Pav
272.6318|54.2866|5.97|0.943|||
272.6679|3.3243|5.50|1.204|||
272.7732|-41.3591|5.86|0.295|||
272.8073|-45.9544|4.52|1.009|ε||Tel
272.8158|-75.8915|5.86|1.253|||
272.9306|-23.7012|4.96|1.055|||Sgr
272.9380|33.4471|5.98|0.045|||
272.9757|31.4053|4.96|1.643|A||Her
273.1419|-73.6724|5.86|0.464|||
273.3029|-41.3361|5.47|-0.155|V0692||CrA
273.4409|-21.0588|3.84|0.195|μ|Polis|Sgr
273.4743|64.3973|4.99|0.440|||Dra
273.5663|-21.7132|5.49|1.528|||Sgr
273.8038|-20.7283|5.29|0.007|||Sgr
273.8040|-20.3880|5.96|-0.023|||Sgr
273.8212|68.7558|5.96|1.055|||Dra
273.9116|42.1593|5.56|-0.111|||
273.9192|-63.0554|5.58|0.944|||
273.9727|-44.2065|5.45|0.962|||
274.2213|-3.0074|5.99|0.890|||
274.2814|-56.0234|5.36|-0.050|QV||Tel
274.2985|-17.3739|5.81|1.569|||
274.4068|-36.7617|3.10|1.582|η|Hamalwarid|Sgr
274.5133|-27.0426|4.66|1.629|||
274.7897|7.2598|5.41|1.084|||
274.7945|24.4461|5.30|1.508|||Her
274.9655|36.0645|4.33|1.162|κ||Lyr
275.0366|-15.8317|5.39|1.473|||
275.0746|21.9613|4.92|1.594|||Her
275.1893|71.3378|4.22|-0.093|φ|Aldhiba|Dra
275.2169|3.3772|4.85|0.911|||Oph
275.2374|29.8589|5.61|0.231|||Her
275.2485|-29.8281|2.72|1.380|δ|Kaus Media|Sgr
275.2543|28.8700|5.12|0.212|t||Her
275.2641|72.7328|3.55|0.489|χ|Alahakan|Dra
275.3275|-2.8988|3.23|0.941|η||Ser
275.3458|-18.8600|5.76|0.670|Y||Sgr
275.3861|49.1216|5.02|1.619|||
275.5363|23.2852|5.41|1.633|||
275.5774|-38.6569|5.09|1.498|||
275.6472|12.0297|5.99|0.056|||
275.7043|17.8266|5.25|1.250|||
275.7212|-36.6696|5.33|-0.121|V4050||Sgr
275.8007|-12.0148|5.71|0.006|||
275.8068|-61.4939|4.35|1.462|ξ||Pav
275.8701|-36.2380|5.52|1.015|||
275.9019|-75.0443|5.47|0.043|φ||Oct
275.9149|-8.9344|4.66|0.932|ζ||Sct
275.9245|21.7698|3.85|1.168|||Her
275.9775|58.8007|4.98|0.082|b||Dra
276.0430|-34.3846|1.79|-0.031|ε|Kaus Australis|Sgr
276.0574|39.5072|5.11|0.047|μ|Al Athfar|Lyr
276.0760|-44.1103|5.24|-0.163|||
276.2559|-30.7566|5.58|1.138|||Sgr
276.3377|-20.5417|4.81|1.310|||Sgr
276.4117|8.0320|5.64|0.884|||
276.4949|29.8289|5.81|0.068|||
276.4964|65.5635|4.82|1.179||Fafnir|Dra
276.7251|-48.1172|5.44|0.855|||
276.7434|-45.9685|3.49|-0.179|α||Tel
276.8021|0.1961|5.20|0.487|d||Ser
276.9562|-29.8169|5.90|0.517|||
276.9927|-25.4217|2.82|1.025|λ|Kaus Borealis|Sgr
276.9949|6.1941|5.71|-0.034|||
277.1130|-38.9957|5.63|0.140|||
277.2077|-49.0706|4.10|0.995|ζ||Tel
277.2994|-14.5658|4.67|0.076|γ||Sct
277.3331|-80.2327|5.95|1.173|||
277.3988|23.8662|5.87|-0.096|||
277.4207|-1.9853|5.38|0.961|c||Ser
277.4374|77.5471|5.65|1.192|||
277.4831|-47.2205|5.69|1.258|||
277.4864|-57.5231|5.74|0.987|||
277.5494|-18.7288|5.63|1.057|||
277.7685|16.9286|5.76|0.053|||
277.7702|-32.9891|5.37|0.182|||
277.8434|-62.2783|4.63|-0.116|ν||Pav
277.8571|-10.7958|5.77|0.379|||
277.8596|-18.4027|5.12|0.016|||
277.9393|-45.9148|4.92|-0.101|δ1||Tel
277.9843|-43.5074|5.71|1.322|||
277.9875|-1.0030|5.93|0.170|||Ser
278.0081|-45.7574|5.07|-0.127|δ2||Tel
278.0889|-39.7040|5.16|0.079|||
278.1438|57.0456|4.77|0.611|d||Dra
278.1805|-14.8657|5.47|1.998|V0450||Sct
278.1923|23.6168|5.88|1.490|||
278.2082|30.5542|5.47|-0.077|||
278.2306|-73.9656|5.88|0.992|||
278.3464|-38.7260|5.67|-0.060|κ2||CrA
278.3758|-42.3125|4.62|0.994|θ||CrA
278.4126|-14.8536|5.74|0.043|||
278.4729|-24.0323|5.49|1.795|||Sgr
278.4862|52.3535|5.38|1.091|||
278.4907|-33.0166|5.28|-0.115|||
278.7600|-10.9772|5.12|0.926|||
278.8018|-8.2441|3.85|1.317|α||Sct
278.8025|18.2034|5.79|0.006|||
278.8767|23.6055|5.62|1.015|||
279.1160|9.1225|5.38|0.387|||
279.1556|33.4690|5.41|-0.101|||
279.1628|6.6718|5.43|0.386|||
279.2347|38.7837|0.03|-0.001|α|Vega|Lyr
279.3896|62.5266|5.74|-0.045|||
279.3998|-0.3095|5.76|0.067|e||Ser
279.4768|-21.3977|5.93|0.189|||
279.6280|-23.5049|5.78|-0.018|||
279.7225|-21.0519|5.85|0.673|GJ722||
279.8096|-47.9098|5.84|0.233|||
279.8965|-43.1859|5.42|1.654|V0718||CrA
279.9701|52.1961|6.00|-0.067|||
280.0016|-7.7908|5.82|1.536|||
280.5684|-9.0525|4.70|0.358|δ||Sct
280.6581|55.5395|5.03|-0.070|c||Dra
280.7589|-71.4281|4.01|1.134|ζ||Pav
280.8802|-8.2752|4.88|1.112|ε||Sct
280.9056|-64.5514|5.76|0.967|||
280.9456|-38.3234|5.11|0.075|λ||CrA
280.9650|31.9266|5.68|0.360|||
281.0807|-35.6420|4.86|-0.168|||
281.0848|39.6701|4.67|0.170|ε1|Double Double|Lyr
281.0949|39.6127|4.59|0.180|ε2||Lyr
281.1932|37.6051|4.34|0.192|ζ1|Nasr Alwaki|Lyr
281.2008|37.5946|5.73|0.285|ζ2||Lyr
281.2067|-25.0109|5.82|0.033|||
281.2081|2.0600|5.02|-0.055|||Aql
281.2382|-39.6862|5.40|0.850|||
281.3621|-64.8713|4.78|0.199|||
281.3682|5.5001|5.82|0.041|||
281.4141|-26.9908|3.17|-0.107|φ|Namalsadirah|Sgr
281.4155|20.5463|4.19|0.483|||Her
281.4449|74.0856|5.25|0.953|||
281.5187|26.6621|4.83|1.199|||
281.5859|-22.3922|5.37|1.591|||Sgr
281.5926|75.4340|5.37|0.049|||Dra
281.6191|-0.9617|5.89|0.131|||Aql
281.6795|52.9880|5.91|-0.096|CX||Dra
281.6805|-10.1250|5.69|0.584|||
281.7553|18.1815|4.34|0.148|||Her
281.7936|-4.7479|4.22|1.087|β||Sct
281.8706|-5.7051|5.38|1.280|R||Sct
281.9359|-40.4062|5.20|0.781|μ||CrA
282.1579|-65.0777|5.71|0.268|θ||Pav
282.2104|-43.6800|5.46|0.133|η1||CrA
282.2224|19.3287|5.89|0.022|||
282.3639|-45.8101|5.80|0.891|||
282.3958|-43.4341|5.60|-0.077|η2||CrA
282.4171|-20.3247|5.22|1.404|||Sgr
282.4206|-5.9129|5.99|1.568|||
282.4413|32.8128|5.93|-0.154|ν1||Lyr
282.4705|32.5511|5.22|0.100|ν||Lyr
282.5200|33.3627|3.52|0.003|β|Sheliak|Lyr
282.7438|-9.7741|5.82|0.594|||
282.8004|59.3884|4.63|1.185|ο||Dra
282.8956|52.9751|5.51|0.843|GJ732.1||
283.0543|-62.1876|4.22|-0.150|λ||Pav
283.0685|21.4251|5.43|-0.068|||Her
283.1135|-46.5951|5.51|1.641|||
283.1652|-52.1074|5.18|0.962|κ||Tel
283.3064|50.7082|4.92|0.903|||
283.4315|36.9717|5.58|-0.138|δ1||Lyr
283.5004|-21.3598|5.68|1.206|||Sgr
283.5424|-22.7448|4.86|1.412|ν1|Ainalrami|Sgr
283.5552|27.9095|5.64|1.361|||
283.5994|71.2972|4.82|1.151|υ|Athafi|Dra
283.6262|36.8986|4.22|1.575|δ2||Lyr
283.6796|-15.6030|5.08|0.141|||
283.6870|22.6451|4.57|0.782|||Her
283.6964|48.8594|5.84|0.452|||
283.6964|-87.6058|5.29|1.304|χ||Oct
283.7174|41.6027|5.46|1.034|||
283.7188|33.9686|5.99|0.922|||
283.7798|-22.6713|5.00|1.348|ν2||Sgr
283.8164|-26.2967|2.05|-0.134|σ|Nunki|Sgr
283.8338|43.9461|4.08|1.397|||Lyr
283.8644|6.6153|5.58|1.041|||Ser
283.8792|-16.3766|5.56|0.445|||
284.0028|-23.1738|5.91|-0.021|||
284.0255|18.1054|5.69|1.092|||
284.0549|4.2036|4.62|0.161|θ1|Alya|Ser
284.0610|4.2021|4.98|0.204|θ2||Ser
284.0706|-42.7107|5.35|0.998|||
284.1072|65.2581|5.62|0.938|||
284.1687|-37.3432|5.36|-0.147|V0686||CrA
284.1877|57.8149|5.67|1.155|||Dra
284.2376|-67.2335|4.40|0.530|κ||Pav
284.2567|32.9013|5.20|0.594|GJ738A||
284.2653|-5.8463|4.83|1.057|η||Sct
284.3191|2.5353|5.56|0.004|||Ser
284.3353|-20.6563|5.02|0.137|ξ1||Sgr
284.4325|-21.1067|3.52|1.151|ξ2||Sgr
284.5079|38.2662|5.89|-0.090|||
284.5614|17.3609|5.33|0.731|FF||Aql
284.6157|-52.9386|4.85|-0.051|λ||Tel
284.6519|-60.2005|5.14|1.355|ω||Pav
284.6807|-37.1074|4.83|0.396|ε||CrA
284.6955|13.9066|5.91|0.251|||Aql
284.7359|32.6896|3.25|-0.049|γ|Sulafat|Lyr
284.7739|13.6222|5.27|0.573|||Aql
284.8492|-12.8405|5.51|-0.038|||
284.9057|15.0683|4.02|1.082|ε|Deneb al Okab Borealis|Aql
284.9395|26.2304|5.26|1.228|||
285.0034|32.1455|4.94|1.465|λ||Lyr
285.0149|-66.6536|5.98|0.977|||
285.0570|50.5335|5.39|-0.182|LV||Dra
